Wall time,Step,Value
1638097041.6014519,0,0.0010000000474974513
1638097621.317986,1,0.0010000000474974513
1638098200.465131,2,0.0010000000474974513
1638098782.1989315,3,0.0010000000474974513
1638099353.9287155,4,0.0010000000474974513
1638099984.1927292,5,0.0010000000474974513
1638100518.5546196,6,0.0010000000474974513
1638101104.6379817,7,0.0010000000474974513
1638101717.4359097,8,0.0010000000474974513
1638102253.548605,9,0.0010000000474974513
1638102864.0611024,10,0.0010000000474974513
1638103409.934842,11,0.0010000000474974513
1638103999.8267803,12,0.0010000000474974513
1638104608.1971586,13,0.0010000000474974513
1638105143.878341,14,0.0010000000474974513
1638105753.4070413,15,0.0010000000474974513
1638106300.9556358,16,0.0010000000474974513
1638106885.2975874,17,0.0010000000474974513
1638107497.802465,18,0.0010000000474974513
1638108034.4891236,19,0.0010000000474974513
1638108636.5009294,20,0.0010000000474974513
1638109186.3602107,21,0.0010000000474974513
1638109781.5440722,22,0.0010000000474974513
1638110344.4879003,23,0.0010000000474974513
1638110912.7843494,24,0.0010000000474974513
1638111539.74128,25,0.0010000000474974513
1638112074.533392,26,0.0010000000474974513
1638112676.81842,27,0.0010000000474974513
1638113277.1505437,28,0.0010000000474974513
1638113812.6995401,29,0.0010000000474974513
1638114427.2732701,30,0.0010000000474974513
1638114968.6023052,31,0.0010000000474974513
1638115573.7600615,32,0.0010000000474974513
1638116127.9111245,33,0.0010000000474974513
1638116726.509088,34,0.0010000000474974513
1638117328.1510909,35,0.0010000000474974513
1638117862.7804124,36,0.0010000000474974513
1638118467.732359,37,0.0010000000474974513
1638119058.4587135,38,0.0010000000474974513
1638119592.0360522,39,0.0010000000474974513
1638120213.2948415,40,0.0010000000474974513
1638120747.496829,41,0.0010000000474974513
1638121376.9142008,42,0.0010000000474974513
1638121948.396812,43,0.0010000000474974513
1638122483.0447176,44,0.0010000000474974513
1638123246.368596,45,0.0010000000474974513
1638123767.4297273,46,0.0010000000474974513
1638124443.6147516,47,0.0010000000474974513
1638124977.6495574,48,0.0010000000474974513
1638125496.671154,49,0.0010000000474974513
1638126152.0670226,50,0.0010000000474974513
1638126692.8451605,51,0.0010000000474974513
1638127221.782398,52,0.0010000000474974513
1638127871.2514832,53,0.0010000000474974513
1638128416.2315302,54,0.0010000000474974513
1638128946.1619902,55,0.0010000000474974513
1638129585.6583626,56,0.0010000000474974513
1638130116.2120073,57,0.0010000000474974513
1638130778.0370228,58,0.0010000000474974513
1638131313.4825547,59,0.0010000000474974513
1638131843.7099843,60,0.0010000000474974513
1638132489.2952354,61,0.0010000000474974513
1638133038.3494067,62,0.0010000000474974513
1638133565.8002484,63,0.0010000000474974513
1638134191.6385405,64,0.0010000000474974513
1638134723.7483764,65,0.0010000000474974513
1638135358.35167,66,0.0010000000474974513
