Wall time,Step,Value
1638142251.3333502,78,0.02773543819785118
1638142840.1965322,79,0.02803651988506317
1638143369.6835334,80,0.027569986879825592
1638143983.1456013,81,0.027997104451060295
1638144522.0764785,82,0.028196144849061966
1638145106.5935912,83,0.027143552899360657
1638145710.3311245,84,0.029529565945267677
1638146242.6730585,85,0.027889562770724297
1638146843.1270654,86,0.027164142578840256
1638147394.104177,87,0.02776472084224224
1638147969.9876475,88,0.027935797348618507
1638148585.9636734,89,0.029394473880529404
1638149117.9285486,90,0.02970234304666519
1638149687.1695864,91,0.02774767391383648
1638150305.700529,92,0.026994138956069946
1638150835.1378517,93,0.027606379240751266
1638151398.6300645,94,0.027897020801901817
1638152022.005942,95,0.027987856417894363
1638152555.8530107,96,0.02736246958374977
1638153132.5822768,97,0.026403317227959633
1638153747.0943446,98,0.02937057614326477
1638154277.6512284,99,0.02596888691186905
1638154859.4651136,100,0.027258465066552162
1638155420.974269,101,0.027527227997779846
1638155981.8772705,102,0.027068933472037315
1638156565.2108116,103,0.027356790378689766
1638157121.645385,104,0.027601167559623718
1638157718.2838507,105,0.026706114411354065
1638158232.9260416,106,0.02651040628552437
1638158865.9296472,107,0.02791779488325119
1638159373.6288233,108,0.026812175288796425
1638160078.810668,109,0.027220344170928
1638160612.6106007,110,0.026063434779644012
1638161111.5664089,111,0.02791445329785347
1638161762.8588228,112,0.02571464516222477
1638162274.9935215,113,0.026563594117760658
1638162926.064594,114,0.028865471482276917
1638163445.9907038,115,0.026792824268341064
1638164084.605677,116,0.026677297428250313
1638164614.8782697,117,0.0259507168084383
1638165263.4854667,118,0.026478419080376625
1638165809.7540123,119,0.026832329109311104
1638166339.706407,120,0.02660973183810711
1638167010.683854,121,0.02604437991976738
1638167528.2060456,122,0.01642223633825779
1638168044.8420215,123,0.015361758880317211
1638168663.081683,124,0.01485668309032917
1638169180.7072632,125,0.014526581391692162
1638169771.9469068,126,0.014318552799522877
1638170353.2342887,127,0.014121154323220253
1638170871.9600217,128,0.013818127103149891
1638171450.1264863,129,0.0137191042304039
1638175550.2351422,130,0.013548408634960651
1638176058.5376709,131,0.013354373164474964
1638176685.582297,132,0.01315903291106224
1638177203.4609122,133,0.012995642609894276
1638177819.3986712,134,0.012887979857623577
1638178370.5867813,135,0.012750079855322838
1638178886.951993,136,0.01274178083986044
1638179495.9847398,137,0.012500961311161518
1638180056.2240279,138,0.012382193468511105
1638180573.5102127,139,0.012310911901295185
1638181157.3448575,140,0.012287239544093609
1638182398.4193287,141,0.01203133538365364
1638182937.245677,142,0.011976899579167366
1638183453.1578794,143,0.01197141781449318
1638184058.1152575,144,0.011926693841814995
1638184582.2361608,145,0.011675049550831318
1638185153.802211,146,0.011678819544613361
1638185707.7861211,147,0.01149315107613802
1638186238.918228,148,0.01142236590385437
1638186875.960443,149,0.011428538709878922
1638187393.1917067,150,0.011511656455695629
1638187906.8668725,151,0.011174706742167473
1638188509.4876683,152,0.011200838722288609
1638189005.4947512,153,0.011241430416703224
1638189700.670627,154,0.011033846065402031
1638190217.9400258,155,0.010959923267364502
1638190715.5998573,156,0.010929334908723831
1638191344.3877656,157,0.010752102360129356
1638191845.1481204,158,0.01079594437032938
1638192478.6073692,159,0.0106025580316782
1638192990.4399102,160,0.010775167495012283
1638193613.5655951,161,0.010569028556346893
1638194131.425632,162,0.010451947338879108
1638194755.952145,163,0.010557605884969234
1638195275.8432171,164,0.010428516194224358
1638195888.878007,165,0.010361897759139538
1638196408.4232259,166,0.010338306427001953
1638196999.829363,167,0.01022159680724144
1638197532.8052802,168,0.010277004912495613
1638198088.8197458,169,0.010017960332334042
1638212733.0986469,170,0.010113893076777458
1638213250.3237832,171,0.010103127919137478
1638213741.802337,172,0.009951225481927395
1638214375.112663,173,0.010014146566390991
1638214877.888453,174,0.009884495288133621
1638215515.6176207,175,0.009906621649861336
1638216027.0882795,176,0.00988562311977148
1638216661.2547796,177,0.009737343527376652
1638217197.015292,178,0.009686514735221863
1638217712.1293688,179,0.00974512193351984
1638218315.5429428,180,0.009694977663457394
1638218838.8333192,181,0.009641259908676147
1638219406.3797467,182,0.009633819572627544
1638220006.9643207,183,0.009523903019726276
1638220523.0481424,184,0.009485887363553047
1638221070.3828437,185,0.009560519829392433
1638221640.724842,186,0.00951473880559206
1638222136.5317798,187,0.009363234043121338
1638222813.0916362,188,0.009352036751806736
1638223331.5548415,189,0.009278463199734688
1638223820.0636418,190,0.009352324530482292
1638224508.1124568,191,0.009267126210033894
1638225024.073474,192,0.009232636541128159
1638225514.193732,193,0.009160912595689297
1638226190.3918843,194,0.009163225069642067
1638226694.524828,195,0.00910145789384842
1638227210.311887,196,0.0090547576546669
1638227835.8120413,197,0.008980084210634232
1638228379.159744,198,0.009001326747238636
1638228894.5650876,199,0.008979870937764645
1638229494.2007983,200,0.009003696963191032
1638230015.2877624,201,0.008971881121397018
1638230569.0621088,202,0.00881598237901926
1638231130.2863553,203,0.008887034840881824
1638231642.1693087,204,0.008769502863287926
1638232301.2916627,205,0.008740951307117939
1638232818.7790456,206,0.008741918951272964
1638233305.8898668,207,0.008706171996891499
1638233990.2244174,208,0.008682100102305412
1638234506.0160522,209,0.008734548464417458
1638234994.2769794,210,0.008603481575846672
1638235637.72442,211,0.008605030365288258
1638236144.7165473,212,0.008634055964648724
1638236786.6336274,213,0.008604230359196663
1638237316.6494963,214,0.007391264196485281
1638237831.6481714,215,0.007221587467938662
1638238434.0826492,216,0.0072275446727871895
1638238957.8397276,217,0.007205801550298929
1638239562.4730668,218,0.00721714785322547
1638240089.3082995,219,0.007186210248619318
1638240647.2901402,220,0.007148801349103451
1638241259.546187,221,0.007156593259423971
1638241775.3659108,222,0.0071167410351336
1638242311.1159742,223,0.007135841529816389
1638242941.5629652,224,0.007084820885211229
1638243457.7080967,225,0.007057658396661282
1638243975.1289506,226,0.0070615531876683235
1638244572.9297178,227,0.007066984195262194
1638245068.3740752,228,0.007056112866848707
1638245708.0119367,229,0.0070463623851537704
1638246214.8395455,230,0.007041781209409237
1638246840.2952785,231,0.007019600830972195
1638247358.7408268,232,0.007017550989985466
1638247970.5431225,233,0.00700824148952961
1638248527.1561432,234,0.006965893320739269
1638249044.8088865,235,0.006966766435652971
1638249651.553474,236,0.006991229020059109
1638250213.7464015,237,0.00697476789355278
1638250730.720831,238,0.006945603992789984
1638251320.2205737,239,0.006963899824768305
1638251854.458862,240,0.006944625172764063
1638252395.6983204,241,0.006933888886123896
1638252970.7045023,242,0.006971700582653284
1638253469.6001127,243,0.0069181486032903194
1638254142.2949033,244,0.0069331512786448
1638254659.2003264,245,0.006889517419040203
1638255147.6637008,246,0.006916162557899952
1638255836.6352704,247,0.006924446672201157
1638256353.791834,248,0.0068757254630327225
1638256840.4689846,249,0.00690328748896718
